Well_permit_num	Operator	County	Municipality	Latitude	Longitude	Start_date	Prod_mcfe_model_na	Prod_period_max	Oil_bbl_model	Gas_mcf_model	Gas_mcf_model_cumsum	Oil_bbl_model_cumsum	Date_model	Production_date_model	Prod_mcfe	Prod_mcfe_model	Gas_mcf_model_na	Gas_mcf_model_zero	Oil_bbl_model_zero	Prod_mcfe_model_zero	Prod_period
035-21270	XTO ENERGY INC	CLINTON	CHAPMAN	41.409592	-77.620989	2013-08-01	15685.01994	27	0	15685.01994	1094375.688	0	2016-12-01	2016-12-01	15685.01994	15685.01994	15685.01994	15685.01994	0	15685.01994	40
035-21270	XTO ENERGY INC	CLINTON	CHAPMAN	41.409592	-77.620989	2013-08-01	11603.69038	27	0	11603.69038	1254847.642	0	2017-12-01	2017-12-01	11603.69038	11603.69038	11603.69038	11603.69038	0	11603.69038	52
035-21270	XTO ENERGY INC	CLINTON	CHAPMAN	41.409592	-77.620989	2013-08-01	8584.345506	27	0	8584.345506	1373563.9	0	2018-12-01	2018-12-01	8584.345506	8584.345506	8584.345506	8584.345506	0	8584.345506	64
035-21270	XTO ENERGY INC	CLINTON	CHAPMAN	41.409592	-77.620989	2013-08-01	6350.650987	27	0	6350.650987	1461389.526	0	2019-12-01	2019-12-01	6350.650987	6350.650987	6350.650987	6350.650987	0	6350.650987	76
035-21272	XTO ENERGY INC	CLINTON	CHAPMAN	41.409617	-77.621008	2013-08-01	13790.50072	27	0	13790.50072	867872.2299	0	2016-12-01	2016-12-01	13790.50072	13790.50072	13790.50072	13790.50072	0	13790.50072	40
035-21272	XTO ENERGY INC	CLINTON	CHAPMAN	41.409617	-77.621008	2013-08-01	10202.13561	27	0	10202.13561	1008961.537	0	2017-12-01	2017-12-01	10202.13561	10202.13561	10202.13561	10202.13561	0	10202.13561	52
035-21272	XTO ENERGY INC	CLINTON	CHAPMAN	41.409617	-77.621008	2013-08-01	7547.483096	27	0	7547.483096	1113338.621	0	2018-12-01	2018-12-01	7547.483096	7547.483096	7547.483096	7547.483096	0	7547.483096	64
035-21272	XTO ENERGY INC	CLINTON	CHAPMAN	41.409617	-77.621008	2013-08-01	5583.585952	27	0	5583.585952	1190556.206	0	2019-12-01	2019-12-01	5583.585952	5583.585952	5583.585952	5583.585952	0	5583.585952	76
035-21285	XTO ENERGY INC	CLINTON	CHAPMAN	41.409731	-77.621106	2013-08-01	12706.11467	27	0	12706.11467	798698.3177	0	2016-12-01	2016-12-01	12706.11467	12706.11467	12706.11467	12706.11467	0	12706.11467	40
035-21285	XTO ENERGY INC	CLINTON	CHAPMAN	41.409731	-77.621106	2013-08-01	9399.912853	27	0	9399.912853	928693.3739	0	2017-12-01	2017-12-01	9399.912853	9399.912853	9399.912853	9399.912853	0	9399.912853	52
035-21285	XTO ENERGY INC	CLINTON	CHAPMAN	41.409731	-77.621106	2013-08-01	6954.003168	27	0	6954.003168	1024862.992	0	2018-12-01	2018-12-01	6954.003168	6954.003168	6954.003168	6954.003168	0	6954.003168	64
035-21285	XTO ENERGY INC	CLINTON	CHAPMAN	41.409731	-77.621106	2013-08-01	5144.532807	27	0	5144.532807	1096008.74	0	2019-12-01	2019-12-01	5144.532807	5144.532807	5144.532807	5144.532807	0	5144.532807	76
117-21314	TALISMAN ENERGY USA INC	TIOGA	WARD	41.665992	-76.980342	2013-08-01	35812.79617	27	0	35812.79617	3405421.323	0	2016-12-01	2016-12-01	35812.79617	35812.79617	35812.79617	35812.79617	0	35812.79617	40
117-21314	TALISMAN ENERGY USA INC	TIOGA	WARD	41.665992	-76.980342	2013-08-01	26494.10712	27	0	26494.10712	3771818.65	0	2017-12-01	2017-12-01	26494.10712	26494.10712	26494.10712	26494.10712	0	26494.10712	52
117-21314	TALISMAN ENERGY USA INC	TIOGA	WARD	41.665992	-76.980342	2013-08-01	19600.19287	27	0	19600.19287	4042877.352	0	2018-12-01	2018-12-01	19600.19287	19600.19287	19600.19287	19600.19287	0	19600.19287	64
117-21314	TALISMAN ENERGY USA INC	TIOGA	WARD	41.665992	-76.980342	2013-08-01	14500.1135	27	0	14500.1135	4243405.07	0	2019-12-01	2019-12-01	14500.1135	14500.1135	14500.1135	14500.1135	0	14500.1135	76
117-21315	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666075	-76.980328	2013-08-01	33846.80286	27	0	33846.80286	3082832.462	0	2016-12-01	2016-12-01	33846.80286	33846.80286	33846.80286	33846.80286	0	33846.80286	40
117-21315	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666075	-76.980328	2013-08-01	25039.67622	27	0	25039.67622	3429115.898	0	2017-12-01	2017-12-01	25039.67622	25039.67622	25039.67622	25039.67622	0	25039.67622	52
117-21315	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666075	-76.980328	2013-08-01	18524.21299	27	0	18524.21299	3685294.455	0	2018-12-01	2018-12-01	18524.21299	18524.21299	18524.21299	18524.21299	0	18524.21299	64
117-21315	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666075	-76.980328	2013-08-01	13704.10958	27	0	13704.10958	3874813.924	0	2019-12-01	2019-12-01	13704.10958	13704.10958	13704.10958	13704.10958	0	13704.10958	76
015-20809	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936514	-76.867772	2013-09-01	26444.22313	26	0	26444.22313	2203371.803	0	2016-12-01	2016-12-01	26444.22313	26444.22313	26444.22313	26444.22313	0	26444.22313	39
015-20809	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936514	-76.867772	2013-09-01	19563.28896	26	0	19563.28896	2473920.146	0	2017-12-01	2017-12-01	19563.28896	19563.28896	19563.28896	19563.28896	0	19563.28896	51
015-20809	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936514	-76.867772	2013-09-01	14472.8122	26	0	14472.8122	2674070.303	0	2018-12-01	2018-12-01	14472.8122	14472.8122	14472.8122	14472.8122	0	14472.8122	63
015-20809	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936514	-76.867772	2013-09-01	10706.90585	26	0	10706.90585	2822140.275	0	2019-12-01	2019-12-01	10706.90585	10706.90585	10706.90585	10706.90585	0	10706.90585	75
015-20810	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936489	-76.867686	2013-09-01	23185.22991	26	0	23185.22991	1829166.828	0	2016-12-01	2016-12-01	23185.22991	23185.22991	23185.22991	23185.22991	0	23185.22991	39
015-20810	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936489	-76.867686	2013-09-01	17152.30394	26	0	17152.30394	2066372.72	0	2017-12-01	2017-12-01	17152.30394	17152.30394	17152.30394	17152.30394	0	17152.30394	51
015-20810	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936489	-76.867686	2013-09-01	12689.17891	26	0	12689.17891	2241856.318	0	2018-12-01	2018-12-01	12689.17891	12689.17891	12689.17891	12689.17891	0	12689.17891	63
015-20810	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936489	-76.867686	2013-09-01	9387.383875	26	0	9387.383875	2371678.106	0	2019-12-01	2019-12-01	9387.383875	9387.383875	9387.383875	9387.383875	0	9387.383875	75
015-20811	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936467	-76.8676	2013-09-01	17657.43188	26	0	17657.43188	1457413.39	0	2016-12-01	2016-12-01	17657.43188	17657.43188	17657.43188	17657.43188	0	17657.43188	39
015-20811	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936467	-76.8676	2013-09-01	13062.86975	26	0	13062.86975	1638064.904	0	2017-12-01	2017-12-01	13062.86975	13062.86975	13062.86975	13062.86975	0	13062.86975	51
015-20811	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936467	-76.8676	2013-09-01	9663.838276	26	0	9663.838276	1771709.888	0	2018-12-01	2018-12-01	9663.838276	9663.838276	9663.838276	9663.838276	0	9663.838276	63
015-20811	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936467	-76.8676	2013-09-01	7149.253726	26	0	7149.253726	1870579.702	0	2019-12-01	2019-12-01	7149.253726	7149.253726	7149.253726	7149.253726	0	7149.253726	75
015-20812	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936442	-76.867514	2013-09-01	25837.58487	26	0	25837.58487	2070475.665	0	2016-12-01	2016-12-01	25837.58487	25837.58487	25837.58487	25837.58487	0	25837.58487	39
015-20812	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936442	-76.867514	2013-09-01	19114.50136	26	0	19114.50136	2334817.55	0	2017-12-01	2017-12-01	19114.50136	19114.50136	19114.50136	19114.50136	0	19114.50136	51
015-20812	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936442	-76.867514	2013-09-01	14140.80163	26	0	14140.80163	2530376.203	0	2018-12-01	2018-12-01	14140.80163	14140.80163	14140.80163	14140.80163	0	14140.80163	63
015-20812	TALISMAN ENERGY USA INC	BRADFORD	WELLS	41.936442	-76.867514	2013-09-01	10461.28628	26	0	10461.28628	2675049.406	0	2019-12-01	2019-12-01	10461.28628	10461.28628	10461.28628	10461.28628	0	10461.28628	75
015-21505	TALISMAN ENERGY USA INC	BRADFORD	WARREN	41.985486	-76.250061	2013-09-01	23384.79845	26	0	23384.79845	1789071.052	0	2016-12-01	2016-12-01	23384.79845	23384.79845	23384.79845	23384.79845	0	23384.79845	39
015-21505	TALISMAN ENERGY USA INC	BRADFORD	WARREN	41.985486	-76.250061	2013-09-01	17299.94363	26	0	17299.94363	2028318.711	0	2017-12-01	2017-12-01	17299.94363	17299.94363	17299.94363	17299.94363	0	17299.94363	51
015-21505	TALISMAN ENERGY USA INC	BRADFORD	WARREN	41.985486	-76.250061	2013-09-01	12798.40193	26	0	12798.40193	2205312.797	0	2018-12-01	2018-12-01	12798.40193	12798.40193	12798.40193	12798.40193	0	12798.40193	63
015-21505	TALISMAN ENERGY USA INC	BRADFORD	WARREN	41.985486	-76.250061	2013-09-01	9468.186458	26	0	9468.186458	2336252.035	0	2019-12-01	2019-12-01	9468.186458	9468.186458	9468.186458	9468.186458	0	9468.186458	75
015-21566	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.964997	-76.279994	2013-09-01	14194.69506	26	0	14194.69506	1022379.814	0	2016-12-01	2016-12-01	14194.69506	14194.69506	14194.69506	14194.69506	0	14194.69506	39
015-21566	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.964997	-76.279994	2013-09-01	10501.15634	26	0	10501.15634	1167604.396	0	2017-12-01	2017-12-01	10501.15634	10501.15634	10501.15634	10501.15634	0	10501.15634	51
015-21566	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.964997	-76.279994	2013-09-01	7768.696962	26	0	7768.696962	1275040.732	0	2018-12-01	2018-12-01	7768.696962	7768.696962	7768.696962	7768.696962	0	7768.696962	63
015-21566	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.964997	-76.279994	2013-09-01	5747.238738	26	0	5747.238738	1354521.535	0	2019-12-01	2019-12-01	5747.238738	5747.238738	5747.238738	5747.238738	0	5747.238738	75
015-21777	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.991	-76.293089	2013-09-01	30967.28959	26	0	30967.28959	2628262.825	0	2016-12-01	2016-12-01	30967.28959	30967.28959	30967.28959	30967.28959	0	30967.28959	39
015-21777	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.991	-76.293089	2013-09-01	22909.42834	26	0	22909.42834	2945086.233	0	2017-12-01	2017-12-01	22909.42834	22909.42834	22909.42834	22909.42834	0	22909.42834	51
015-21777	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.991	-76.293089	2013-09-01	16948.26747	26	0	16948.26747	3179470.425	0	2018-12-01	2018-12-01	16948.26747	16948.26747	16948.26747	16948.26747	0	16948.26747	63
015-21777	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.991	-76.293089	2013-09-01	12538.23387	26	0	12538.23387	3352866.545	0	2019-12-01	2019-12-01	12538.23387	12538.23387	12538.23387	12538.23387	0	12538.23387	75
015-21806	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734886	-76.793219	2013-09-01	37739.12051	26	0	37739.12051	2596178.1	0	2016-12-01	2016-12-01	37739.12051	37739.12051	37739.12051	37739.12051	0	37739.12051	39
015-21806	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734886	-76.793219	2013-09-01	27919.19113	26	0	27919.19113	2982283.469	0	2017-12-01	2017-12-01	27919.19113	27919.19113	27919.19113	27919.19113	0	27919.19113	51
015-21806	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734886	-76.793219	2013-09-01	20654.46208	26	0	20654.46208	3267922.07	0	2018-12-01	2018-12-01	20654.46208	20654.46208	20654.46208	20654.46208	0	20654.46208	63
015-21806	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734886	-76.793219	2013-09-01	15280.05599	26	0	15280.05599	3479235.916	0	2019-12-01	2019-12-01	15280.05599	15280.05599	15280.05599	15280.05599	0	15280.05599	75
015-21807	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734803	-76.793219	2013-09-01	34017.73785	26	0	34017.73785	2484752.74	0	2016-12-01	2016-12-01	34017.73785	34017.73785	34017.73785	34017.73785	0	34017.73785	39
015-21807	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734803	-76.793219	2013-09-01	25166.13297	26	0	25166.13297	2832784.995	0	2017-12-01	2017-12-01	25166.13297	25166.13297	25166.13297	25166.13297	0	25166.13297	51
015-21807	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734803	-76.793219	2013-09-01	18617.76499	26	0	18617.76499	3090257.319	0	2018-12-01	2018-12-01	18617.76499	18617.76499	18617.76499	18617.76499	0	18617.76499	63
015-21807	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734803	-76.793219	2013-09-01	13773.31883	26	0	13773.31883	3280733.91	0	2019-12-01	2019-12-01	13773.31883	13773.31883	13773.31883	13773.31883	0	13773.31883	75
015-21808	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.73505	-76.793217	2013-09-01	24694.79752	26	0	24694.79752	2162458.947	0	2016-12-01	2016-12-01	24694.79752	24694.79752	24694.79752	24694.79752	0	24694.79752	39
015-21808	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.73505	-76.793217	2013-09-01	18269.07364	26	0	18269.07364	2415109.082	0	2017-12-01	2017-12-01	18269.07364	18269.07364	18269.07364	18269.07364	0	18269.07364	51
015-21808	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.73505	-76.793217	2013-09-01	13515.35892	26	0	13515.35892	2602018.245	0	2018-12-01	2018-12-01	13515.35892	13515.35892	13515.35892	13515.35892	0	13515.35892	63
015-21808	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.73505	-76.793217	2013-09-01	9998.587241	26	0	9998.587241	2740292.603	0	2019-12-01	2019-12-01	9998.587241	9998.587241	9998.587241	9998.587241	0	9998.587241	75
015-21809	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734967	-76.793217	2013-09-01	28439.35184	26	0	28439.35184	2296774.225	0	2016-12-01	2016-12-01	28439.35184	28439.35184	28439.35184	28439.35184	0	28439.35184	39
015-21809	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734967	-76.793217	2013-09-01	21039.27407	26	0	21039.27407	2587734.541	0	2017-12-01	2017-12-01	21039.27407	21039.27407	21039.27407	21039.27407	0	21039.27407	51
015-21809	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734967	-76.793217	2013-09-01	15564.73776	26	0	15564.73776	2802985.362	0	2018-12-01	2018-12-01	15564.73776	15564.73776	15564.73776	15564.73776	0	15564.73776	63
015-21809	TALISMAN ENERGY USA INC	BRADFORD	TROY	41.734967	-76.793217	2013-09-01	11514.7063	26	0	11514.7063	2962226.72	0	2019-12-01	2019-12-01	11514.7063	11514.7063	11514.7063	11514.7063	0	11514.7063	75
015-21904	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.847856	-76.817969	2013-09-01	25253.17673	26	0	25253.17673	2300689.447	0	2016-12-01	2016-12-01	25253.17673	25253.17673	25253.17673	25253.17673	0	25253.17673	39
015-21904	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.847856	-76.817969	2013-09-01	18682.15947	26	0	18682.15947	2559052.307	0	2017-12-01	2017-12-01	18682.15947	18682.15947	18682.15947	18682.15947	0	18682.15947	51
015-21904	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.847856	-76.817969	2013-09-01	13820.95751	26	0	13820.95751	2750187.712	0	2018-12-01	2018-12-01	13820.95751	13820.95751	13820.95751	13820.95751	0	13820.95751	63
015-21904	TALISMAN ENERGY USA INC	BRADFORD	COLUMBIA	41.847856	-76.817969	2013-09-01	10224.66738	26	0	10224.66738	2891588.62	0	2019-12-01	2019-12-01	10224.66738	10224.66738	10224.66738	10224.66738	0	10224.66738	75
015-22302	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.986717	-76.265336	2013-09-01	46026.78165	26	0	46026.78165	3329661.309	0	2016-12-01	2016-12-01	46026.78165	46026.78165	46026.78165	46026.78165	0	46026.78165	39
015-22302	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.986717	-76.265336	2013-09-01	34050.35668	26	0	34050.35668	3800556.955	0	2017-12-01	2017-12-01	34050.35668	34050.35668	34050.35668	34050.35668	0	34050.35668	51
015-22302	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.986717	-76.265336	2013-09-01	25190.2642	26	0	25190.2642	4148922.93	0	2018-12-01	2018-12-01	25190.2642	25190.2642	25190.2642	25190.2642	0	25190.2642	63
015-22302	TALISMAN ENERGY USA INC	BRADFORD	WINDHAM	41.986717	-76.265336	2013-09-01	18635.61713	26	0	18635.61713	4406642.138	0	2019-12-01	2019-12-01	18635.61713	18635.61713	18635.61713	18635.61713	0	18635.61713	75
019-21980	XTO ENERGY INC	BUTLER	SUMMIT	40.823303	-79.848444	2013-09-01	25367.74987	26	0	25367.74987	1604529.066	142.54	2016-12-01	2016-12-01	25367.74987	25367.74987	25367.74987	25367.74987	0	25367.74987	39
019-21980	XTO ENERGY INC	BUTLER	SUMMIT	40.823303	-79.848444	2013-09-01	18766.92005	26	0	18766.92005	1864064.113	142.54	2017-12-01	2017-12-01	18766.92005	18766.92005	18766.92005	18766.92005	0	18766.92005	51
019-21980	XTO ENERGY INC	BUTLER	SUMMIT	40.823303	-79.848444	2013-09-01	13883.66291	26	0	13883.66291	2056066.695	142.54	2018-12-01	2018-12-01	13883.66291	13883.66291	13883.66291	13883.66291	0	13883.66291	63
019-21980	XTO ENERGY INC	BUTLER	SUMMIT	40.823303	-79.848444	2013-09-01	10271.05648	26	0	10271.05648	2198109.136	142.54	2019-12-01	2019-12-01	10271.05648	10271.05648	10271.05648	10271.05648	0	10271.05648	75
019-21994	XTO ENERGY INC	BUTLER	SUMMIT	40.823311	-79.848517	2013-09-01	26511.72016	26	0	26511.72016	1858995.382	575.03	2016-12-01	2016-12-01	26511.72016	26511.72016	26511.72016	26511.72016	0	26511.72016	39
019-21994	XTO ENERGY INC	BUTLER	SUMMIT	40.823311	-79.848517	2013-09-01	19613.22289	26	0	19613.22289	2130234.281	575.03	2017-12-01	2017-12-01	19613.22289	19613.22289	19613.22289	19613.22289	0	19613.22289	51
019-21994	XTO ENERGY INC	BUTLER	SUMMIT	40.823311	-79.848517	2013-09-01	14509.75304	26	0	14509.75304	2330895.308	575.03	2018-12-01	2018-12-01	14509.75304	14509.75304	14509.75304	14509.75304	0	14509.75304	63
019-21994	XTO ENERGY INC	BUTLER	SUMMIT	40.823311	-79.848517	2013-09-01	10734.23448	26	0	10734.23448	2479343.217	575.03	2019-12-01	2019-12-01	10734.23448	10734.23448	10734.23448	10734.23448	0	10734.23448	75
019-21995	XTO ENERGY INC	BUTLER	SUMMIT	40.823308	-79.848481	2013-09-01	12942.03368	26	0	12942.03368	1038546.265	38.47	2016-12-01	2016-12-01	12942.03368	12942.03368	12942.03368	12942.03368	0	12942.03368	39
019-21995	XTO ENERGY INC	BUTLER	SUMMIT	40.823308	-79.848481	2013-09-01	9574.444424	26	0	9574.444424	1170954.986	38.47	2017-12-01	2017-12-01	9574.444424	9574.444424	9574.444424	9574.444424	0	9574.444424	51
019-21995	XTO ENERGY INC	BUTLER	SUMMIT	40.823308	-79.848481	2013-09-01	7083.120652	26	0	7083.120652	1268910.221	38.47	2018-12-01	2018-12-01	7083.120652	7083.120652	7083.120652	7083.120652	0	7083.120652	63
019-21995	XTO ENERGY INC	BUTLER	SUMMIT	40.823308	-79.848481	2013-09-01	5240.053203	26	0	5240.053203	1341376.957	38.47	2019-12-01	2019-12-01	5240.053203	5240.053203	5240.053203	5240.053203	0	5240.053203	75
019-22017	XTO ENERGY INC	BUTLER	SUMMIT	40.8233	-79.848408	2013-09-01	20674.96665	26	0	20674.96665	1466335.241	232.61	2016-12-01	2016-12-01	20674.96665	20674.96665	20674.96665	20674.96665	0	20674.96665	39
019-22017	XTO ENERGY INC	BUTLER	SUMMIT	40.8233	-79.848408	2013-09-01	15295.22516	26	0	15295.22516	1677858.867	232.61	2017-12-01	2017-12-01	15295.22516	15295.22516	15295.22516	15295.22516	0	15295.22516	51
019-22017	XTO ENERGY INC	BUTLER	SUMMIT	40.8233	-79.848408	2013-09-01	11315.32237	26	0	11315.32237	1834342.868	232.61	2018-12-01	2018-12-01	11315.32237	11315.32237	11315.32237	11315.32237	0	11315.32237	63
019-22017	XTO ENERGY INC	BUTLER	SUMMIT	40.8233	-79.848408	2013-09-01	8371.012461	26	0	8371.012461	1950108.86	232.61	2019-12-01	2019-12-01	8371.012461	8371.012461	8371.012461	8371.012461	0	8371.012461	75
117-21316	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666156	-76.980314	2013-09-01	30882.60517	26	0	30882.60517	2699674.485	0	2016-12-01	2016-12-01	30882.60517	30882.60517	30882.60517	30882.60517	0	30882.60517	39
117-21316	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666156	-76.980314	2013-09-01	22846.77928	26	0	22846.77928	3015631.495	0	2017-12-01	2017-12-01	22846.77928	22846.77928	22846.77928	22846.77928	0	22846.77928	51
117-21316	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666156	-76.980314	2013-09-01	16901.92004	26	0	16901.92004	3249374.73	0	2018-12-01	2018-12-01	16901.92004	16901.92004	16901.92004	16901.92004	0	16901.92004	63
117-21316	TALISMAN ENERGY USA INC	TIOGA	WARD	41.666156	-76.980314	2013-09-01	12503.9463	26	0	12503.9463	3422296.674	0	2019-12-01	2019-12-01	12503.9463	12503.9463	12503.9463	12503.9463	0	12503.9463	75
125-24781	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974433	-80.507203	2013-09-01	51127.57286	26	171.7274609	50097.2081	3121311.579	16342.15822	2016-12-01	2016-12-01	51127.57286	51127.57286	50097.2081	50097.2081	171.7274609	51127.57286	39
125-24781	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974433	-80.507203	2013-09-01	37769.27081	26	117.9392195	37061.63549	3633851.372	18033.24157	2017-12-01	2017-12-01	37769.27081	37769.27081	37061.63549	37061.63549	117.9392195	37769.27081	51
125-24781	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974433	-80.507203	2013-09-01	27903.98224	26	80.99845786	27417.99149	4013025.456	19194.6461	2018-12-01	2018-12-01	27903.98224	27903.98224	27417.99149	27417.99149	80.99845786	27903.98224	63
125-24781	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974433	-80.507203	2013-09-01	20617.44676	26	55.62823123	20283.67738	4293536.331	19992.27708	2019-12-01	2019-12-01	20617.44676	20617.44676	20283.67738	20283.67738	55.62823123	20617.44676	75
125-24782	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974444	-80.507272	2013-09-01	48676.77751	26	254.2631397	47151.19867	2467750.668	15901.58186	2016-12-01	2016-12-01	48676.77751	48676.77751	47151.19867	47151.19867	254.2631397	48676.77751	39
125-24782	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974444	-80.507272	2013-09-01	35929.93324	26	174.6231855	34882.19413	2950150.118	18405.43395	2017-12-01	2017-12-01	35929.93324	35929.93324	34882.19413	34882.19413	174.6231855	35929.93324	51
125-24782	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974444	-80.507272	2013-09-01	26525.22061	26	119.9279492	25805.65291	3307026.544	20125.0329	2018-12-01	2018-12-01	26525.22061	26525.22061	25805.65291	25805.65291	119.9279492	26525.22061	63
125-24782	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974444	-80.507272	2013-09-01	19585.06396	26	82.36428035	19090.87828	3571041.735	21306.02141	2019-12-01	2019-12-01	19585.06396	19585.06396	19090.87828	19090.87828	82.36428035	19585.06396	75
125-24783	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974406	-80.507358	2013-09-01	48649.61878	26	131.7908421	47858.87372	3008559.831	12349.41259	2016-12-01	2016-12-01	48649.61878	48649.61878	47858.87372	47858.87372	131.7908421	48649.61878	39
125-24783	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974406	-80.507358	2013-09-01	35948.79715	26	90.51149406	35405.72819	3498199.437	13647.22074	2017-12-01	2017-12-01	35948.79715	35948.79715	35405.72819	35405.72819	90.51149406	35948.79715	51
125-24783	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974406	-80.507358	2013-09-01	26565.93013	26	62.16160719	26192.96049	3860432.09	14538.53119	2018-12-01	2018-12-01	26565.93013	26565.93013	26192.96049	26192.96049	62.16160719	26565.93013	63
125-24783	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974406	-80.507358	2013-09-01	19633.55487	26	42.69143327	19377.40627	4128409.79	15150.6666	2019-12-01	2019-12-01	19633.55487	19633.55487	19377.40627	19377.40627	42.69143327	19633.55487	75
125-24784	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974422	-80.507133	2013-09-01	32550.85315	26	153.0903721	31632.31092	2200745.397	6404.031593	2016-12-01	2016-12-01	32550.85315	32550.85315	31632.31092	31632.31092	153.0903721	32550.85315	39
125-24784	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974422	-80.507133	2013-09-01	24032.2451	26	105.1396143	23401.40741	2524372.575	7911.586517	2017-12-01	2017-12-01	24032.2451	24032.2451	23401.40741	23401.40741	105.1396143	24032.2451	51
125-24784	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974422	-80.507133	2013-09-01	17745.47841	26	72.20792755	17312.23085	2763790.159	8946.947141	2018-12-01	2018-12-01	17745.47841	17745.47841	17312.23085	17312.23085	72.20792755	17745.47841	63
125-24784	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974422	-80.507133	2013-09-01	13105.0383	26	49.59105885	12807.49195	2940909.954	9658.013521	2019-12-01	2019-12-01	13105.0383	13105.0383	12807.49195	12807.49195	49.59105885	13105.0383	75
125-24785	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974367	-80.507147	2013-09-01	30456.02223	26	39.93661881	30216.40252	2228120.634	2794.825633	2016-12-01	2016-12-01	30456.02223	30456.02223	30216.40252	30216.40252	39.93661881	30456.02223	39
125-24785	NOBLE ENERGY INC	WASHINGTON	WEST FINLEY	39.974367	-80.507147	2013-09-01	22518.49262	26	27.42772547	22353.92627	2537261.787	3188.10083	2017-12-01	2017-12-01	22518.49262	22518.49262	22353.92627	22353.92627	27.42772547	22518.49262	51
